,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
chromosome_GCF_000005845.2_ASM584v2,-0.4317175075421224,-0.4528646630292923,-0.4469756040804813,-0.339696716956862,-0.3749019699785887,-0.1784907643767999,0.301847299394011,0.1517561674100265,0.9620488427988728,1.2916325293993058,1.791759469228055,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,1.0
chromosome_GCF_000009045.1_ASM904v1,-0.1517372464406469,-0.1534042023351408,-0.0987466887224769,-0.0816812365003157,-0.1376669734695726,-0.4643601076030407,0.3940464841184116,0.7958249423034036,0.2550573684305369,1.178350206951907,2.197224577336219,0.6931471805599453,1.3862943611198906,1.0986122886681096,0.6931471805599453,1.0986122886681096,0.6931471805599453,0.0
chromosome_GCF_000013425.1_ASM1342v1,-0.0898363805595195,-0.0865205793648709,-0.0336688421376605,-0.0073058778279218,0.0711622990575693,-0.0427979320392624,0.0016242716796216,-0.0993480370565285,0.959643593253726,0.8213534164441316,1.029297570612115,0.0,0.0,0.0,0.0,0.0,0.0,1.0
chromosome_GCF_000006765.1_ASM676v1,-0.1426769222483902,-0.2660881103667861,-0.1117500515782057,-0.1173512952420432,-0.1623383670044084,0.0480976323166213,0.1377727770523478,0.4987310735501292,0.7117566311560324,1.0970145932157958,1.178350206951907,0.6238324625039507,1.316979643063896,0.6931471805599453,0.6931471805599453,1.0986122886681096,0.0,0.0
chromosome_GCF_000195955.2_ASM19595v2,-0.0748426162752379,0.0154020225704868,-0.0152629417252896,-0.0196803863249527,0.093435925976015,0.3720735930537439,0.0087538919438443,-0.2816626491649009,0.4759092268260348,0.2942487759035178,1.6686512768313353,0.6238324625039507,1.0986122886681096,0.6931471805599453,0.0,1.0986122886681096,0.0,0.0
chromosome_GCF_000006945.2_ASM694v2,-0.3905181558552875,-0.3984669226120662,-0.3873644888146663,-0.2818837963164348,-0.0703781430916618,-0.1805964489849717,-0.1966856917037912,0.8489734247944123,0.3669845875401002,1.5401231943781055,1.0986122886681096,0.0,0.6931471805599453,1.0986122886681096,0.0,0.6931471805599453,0.6931471805599453,0.0
plasmid_pSLT_GCF_000006945.2_ASM694v2,-0.2198124944238946,-0.2703087586313154,-0.4853821426441924,-0.0951670883378234,0.2645480405999421,-0.1621860432432657,0.7808069056333152,-0.138629436111989,0.6931471805599453,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
chromosome_GCF_018885085.1_ASM1888508v1,-0.1467793504848233,-0.1434419494904011,-0.1306041405566201,-0.1899518324153529,-0.1222351549822777,-0.0188658006792525,-0.2001591329481699,0.2603205265656763,0.9248398799109646,1.2097157695347762,2.27591218167192,1.989280423168236,1.945910149055313,1.3862943611198906,1.3862943611198906,1.6094379124341005,0.6931471805599453,0.0
plasmid_unnamed_GCF_018885085.1_ASM1888508v1,-0.1250443367007104,-0.0007194817635162,0.2576761314722665,0.3556181221259846,0.5323162406545151,-0.2772588722239781,-0.2079441541679835,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
chromosome_GCF_009769205.1_ASM976920v1,-0.1051543127195907,-0.0658369696649799,-0.0976693306285552,-0.0009033843108715,0.0131037816248415,0.1427513919184652,0.1865703148778908,0.1515371403395033,1.4608206792897864,0.9599828525561206,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,1.0
plasmid_pLcDC21.1_1_GCF_009769205.1_ASM976920v1,-0.1682731010796909,0.054238174350841,-0.2108695749371136,0.1582100195237836,0.0758814215077315,0.5545177444479562,0.0,0.0,0.6238324625039507,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
chromosome_1_GCF_008369605.1_ASM836960v1,-0.2723422332479938,-0.2907468194159145,-0.2427169662883695,-0.1837711467381537,0.0180495598861057,0.0268452606301606,0.2987548628124755,0.1896891387330879,1.4489288190977132,1.4708084763221112,1.0986122886681096,1.6094379124341005,0.6931471805599453,0.0,1.0986122886681096,0.0,0.0,1.0
chromosome_2_GCF_008369605.1_ASM836960v1,-0.3008114435293811,-0.3157233280338992,-0.3001895851979994,-0.2329456589226385,0.0015265351469411,-0.5115472374603361,0.526878937864654,0.2956038792413534,1.178350206951907,0.6238324625039507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
plasmid_unnamed_GCF_008369605.1_ASM836960v1,-0.3861190883277488,-0.4037786325534442,-0.3941484215813294,0.4556874431573398,-0.0183678667728754,0.1450832882257461,-0.0693147180559945,-0.0693147180559945,0.6931471805599453,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
chromosome_GCF_017821535.1_ASM1782153v1,-0.3495591189352868,-0.3605681209969608,-0.3352336156362968,-0.2662714230865896,-0.4011959035062622,-0.3095066153486903,-0.3050645155573451,0.1618575210687862,-0.3871201010907891,-0.1791759469228055,1.0,-0.0693147180559945,0.6931471805599453,0.0,1.0,1.0,1.0,1.0
plasmid_pMT5135_GCF_017821535.1_ASM1782153v1,-0.2989613219426818,-0.5328852552142183,-0.158020527814197,-0.0275259552453223,-0.4969813299576001,0.5545177444479562,-0.0693147180559945,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
chromosome_GCF_000022005.1_ASM2200v1,-0.1192750028437984,-0.2503943554660767,-0.1416210453587691,-0.1589416028059018,-0.0847824646853447,-0.0207576438820675,-0.0144884399380333,0.2375340600474886,1.188225152646252,-0.3819085009768878,1.316979643063896,-0.0693147180559945,0.0,0.0,0.0,0.0,0.0,0.0
