PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Superdomain,Domain,Phylum,Class,Order,Family,Genus,Species,ID,Replicons_name,Replicons_type,ID-replicon,fullname,GC,size,Coding size,Non-coding size,coding_percentage,non_coding_percentage,overlap,overlap_percentage
1.7006009929670387,-1.0200535657463,-0.7713673866146967,0.2130184616190856,0.3493612271857741,0.39131298591135494,-0.6140272933817157,-0.41479711590634105,0.32440288968878894,-1.2616673101357312,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_000005845.2_ASM584v2,NC_000913.3,chromosome,chromosome_GCF_000005845.2_ASM584v2,Escherichia coli,0.508,4641652,4036314,605018,86.9585656141391,13.034540288673085,-320,-0.0068940971878115815
3.19499166966458,0.31752084977213596,0.08018723432116233,-1.0325596526352014,0.016232092014100523,1.0222043807396703,0.7545331525281748,-1.3979951196198603,-0.7246183960581924,0.23599480369220954,Prokaryote,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,GCF_000009045.1_ASM904v1,NC_000964.3,chromosome,chromosome_GCF_000009045.1_ASM904v1,Bacillus subtilis,0.435,4215606,3770502,443694,89.44151801662679,10.525034834849368,-1410,-0.033447148523842125
-1.4449132385470138,1.8153050567383093,-1.5271164435981384,1.6248035743630724,-1.6982985803469124,1.0297504557746628,-0.18391149241838234,-0.011246145886299776,-0.14581384574106532,0.1462427700206498,Prokaryote,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,GCF_000013425.1_ASM1342v1,NC_007795.1,chromosome,chromosome_GCF_000013425.1_ASM1342v1,Staphylococcus aureus,0.329,2821361,2377013,442545,84.25057977337887,15.68551489866061,-1803,-0.06390532796051267
1.1494705406379313,-0.2757019330286406,1.4737320410806074,-0.2679791095805843,-1.2123214687863917,-0.2831455094133082,1.6258144799626029,1.2114559795345354,-0.0248316356495097,-0.061407272389575454,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,GCF_000006765.1_ASM676v1,NC_002516.2,chromosome,chromosome_GCF_000006765.1_ASM676v1,Pseudomonas aeruginosa,0.666,6264404,5616974,640494,89.66493859591431,10.224340575735537,-6936,-0.11072082835015111
-2.343345770848028,0.015200075021517271,0.3360854370164558,-1.8030244832123197,0.3579577671069061,1.171838257375622,-0.7871985737703349,0.5148026365480678,0.1783724707890102,0.9889303926116303,Prokaryote,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,GCF_000195955.2_ASM19595v2,NC_000962.3,chromosome,chromosome_GCF_000195955.2_ASM19595v2,Mycobacterium tuberculosis,0.656,4411532,3969795,444509,89.98676650197709,10.07606881237629,2772,0.06283531435338109
1.2050757110918844,-0.9967888205333925,-0.969424010785168,-0.03719799433243424,0.6786958846111887,0.12718858631256572,-0.6083096767217722,1.5555041337982547,-1.0419156883778267,-0.5067916997527068,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_000006945.2_ASM694v2,NC_003197.2,chromosome,chromosome_GCF_000006945.2_ASM694v2,Salmonella enterica,0.522,4857450,4324464,544572,89.02745267578668,11.211067535435259,11586,0.23852021122193742
0.5862348487104556,4.136502441179101,0.5569144051075234,-0.708349199805053,0.07405834582504905,-1.3776160380215554,-0.754180641544275,-0.06905555930155498,-0.06319857081273378,-0.28991133821737897,Prokaryote,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,GCF_018885085.1_ASM1888508v1,NZ_CP076401.1,chromosome,chromosome_GCF_018885085.1_ASM1888508v1,Clostridioides difficile,0.285,4089134,3429351,652334,83.86496994229095,15.95286434731657,-7449,-0.1821657103924694
0.09954121367430555,0.7461048778053837,-1.8369465619930485,0.5260888749574795,1.576337511500774,-0.29338896392701314,1.2483596269307693,0.19721152035179557,1.077325880568825,0.5488264636165622,Prokaryote,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus,GCF_009769205.1_ASM976920v1,NZ_CP039266.1,chromosome,chromosome_GCF_009769205.1_ASM976920v1,Lactobacillus crispatus,0.37,2023061,1743718,275950,86.19206242421757,13.640221426837845,-3393,-0.16771614894459436
1.8756396212005257,-1.7444287424972258,0.6548717206670884,0.0785657006362692,-0.8811594679407455,-0.3562901002124959,-0.9702964285570811,-0.10019991266529779,1.5457073251264413,0.3121705444273198,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_008369605.1_ASM836960v1,NZ_CP043554.1,chromosome,chromosome_1_GCF_008369605.1_ASM836960v1,Vibrio cholerae,0.477,2948589,2614761,330051,88.67838142243629,11.193523410688977,-3777,-0.1280951668747323
-0.7891931727982175,-2.0615086981140474,-0.8020802145979989,0.3121649924388571,-0.2909554723722825,-1.592760962411453,-0.20743495661516845,-0.6411521331451532,-1.0222091887199534,0.9316262445622043,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_008369605.1_ASM836960v1,NZ_CP043556.1,chromosome,chromosome_2_GCF_008369605.1_ASM836960v1,Vibrio cholerae,0.469,1140710,959964,178572,84.15495612381763,15.654460818262312,-2174,-0.19058305792006733
