,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
chromosome_GCF_000005845.2_ASM584v2,-0.4343034926910361,-0.0955857264180549,-0.059874989091743,-0.0380384851117893,0.0116306324431158,0.0261552442737765,0.0266947204603214,0.0065407186981436,0.0090825227097817,0.0199091267628986,0.013169655144785,0.0051367514076801,0.0203156615804668,-0.0042275459242765,-0.0052471961380141,0.0158824204399124,-0.0020372752348351,0.0116741802578344,0.0158069298300739,0.0044611579675591,0.0048934129450934
chromosome_GCF_000009045.1_ASM904v1,-0.1478395813410065,-0.0625185480502924,-0.0490287794330193,-0.0530234174250535,-0.0125164668724452,0.0466836271181254,0.0016479045157914,8.598785866791564e-05,-0.0057960972451893,-0.0130692960453443,0.0168129900427141,0.0143014880068219,0.0105557413080368,0.0216526068308181,0.02767009084754,0.0022171908918982,0.00955498572548,0.0185516769003611,-0.0094189998165623,-0.0027350309685897,-0.001594347350759
chromosome_GCF_000013425.1_ASM1342v1,-0.0836804097613684,-0.0088288159400995,0.0340272515773319,-0.036978989979312,0.0088544354290692,0.0246530488518104,-0.035670607760469,-0.0091775660360885,0.019414562940031,-0.0353747775879693,0.0110040116108929,0.0334574128507868,-0.015714292075627,0.0122302673513339,0.0237250858766163,-0.0132321559499003,0.005113374339281,0.0292097059730156,-0.0234570348506342,-0.0027075294458193,0.017640632402754
chromosome_GCF_000006765.1_ASM676v1,-0.1637250753592381,0.0245183759531245,-0.0058285959126194,0.0626878618590523,-0.0354006476565883,0.0427827300236215,0.0183827288827625,-0.0691161094305163,-0.004412690626867,-0.0077064489466705,-0.052323865568009,0.0034621337029476,0.027800426790541,-0.0448562742644347,0.0166246788173991,0.0409333950710643,-0.0702714218132776,0.009476985110722,0.0106107981308722,-0.0697708728367969,-0.0100865303266808
chromosome_GCF_000195955.2_ASM19595v2,-0.0498678404322568,0.0562969131383036,-0.0023988097464514,-0.0122885039729257,-0.0213933984028757,0.0419140542793127,-0.0173908553722764,-0.0098103113855999,-0.0100936698091723,-0.0291467862638804,0.0215067042441985,0.0103681594629586,-0.0116732247479711,-0.0183286188129797,0.0020079543351002,-0.0185724485646679,-0.0260284025804151,0.0063913236290961,-0.0218035530381392,-0.0009705635651535,0.0121220856364061
chromosome_GCF_000006945.2_ASM694v2,-0.3883908500128483,-0.077964587291382,-0.0437104052560676,-0.0039463366875228,0.0296553359349207,0.0416888314211179,0.0335572711527435,0.0019992833496104,0.0146974420753225,0.0308848749007996,0.0164550374792122,0.0043099105381916,0.0229406178531642,0.0065520696229453,-0.0050557752857027,0.0280695628204931,-0.0007091182019018,0.0134476787794524,0.0121478897689391,0.0039860918599393,0.0174396308824124
plasmid_pSLT_GCF_000006945.2_ASM694v2,-0.2377443605170613,-0.1021879361576118,-0.0637891334727421,-0.0136056318928858,-0.0021746379782733,0.0548968994579256,0.0178442113265946,0.0232454245964916,0.0380022871838095,0.0572014561950342,0.0235984971060823,0.0276872194220085,0.0122115770209374,-0.0043543509151849,0.0565520712166151,0.0400845030441091,0.0051788802893101,0.0642916700052669,0.0319101818066125,0.0215772460242658,0.0176635828633749
chromosome_GCF_018885085.1_ASM1888508v1,-0.1447844803616772,-0.0334545199347608,0.019661197865561,-0.0361344374641133,0.0035866033397884,0.0498406185501938,0.0001613947230987,0.0219970009644439,0.0310318971527028,-0.0334060767752322,0.0190091801734491,0.0137984602362621,-0.030920140804798,0.0061956823928514,0.024741280209642,-0.0244379085661928,0.0071756403632592,0.0367644862166837,-0.0310117249375411,-0.0043889388510831,0.0130281822116598
plasmid_unnamed_GCF_018885085.1_ASM1888508v1,-0.0597283280814378,-0.0324460090404821,0.107067510151325,-0.0407813199902735,0.238811562939135,0.0987011562204355,-0.0168969685657153,0.058539360536869,0.1046994782940342,-0.075211610581199,-0.0339697142116281,0.0768441986657405,-0.1466848551874289,-0.2092608752608944,-0.1237051601543865,-0.0554770863041326,-0.0760899541175973,-0.0154563672185867,0.0868795777942698,0.1032662842613079,0.1274645564790206
chromosome_GCF_009769205.1_ASM976920v1,-0.0940069270563828,-0.0691468029089271,-0.0132521717095075,-0.0499655850134583,0.0202883584240611,0.0776194058434958,-0.0018058644247479,0.0411361706126401,0.0296018147245889,-0.0272178257776438,0.0254240765847853,0.0171705940111455,-0.0117207669331481,0.0327826349294649,0.0211398455845546,-0.0291146379637956,0.010565133370298,0.0337711298187256,-0.0169852609413158,0.006472183635647,0.0080911830620196
