,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
chromosome_GCF_000005845.2_ASM584v2,-0.4551525229088342,-0.0992394464970814,-0.062794889754444,-0.0290539704956148,-0.0006957120481199,0.0178758116654553,0.024396333721192,-0.0046412230097293,0.0038688016222171,0.0181634961738786,0.0120568398109262,0.0013212701423532,0.0213655765657823,-0.0053865659635841,-0.0083849336377805,0.0161986301331802,-0.015524890703462,0.0059583369660914,0.0104731719932236,-0.0031666514589904,0.0012434561522593
chromosome_GCF_000009045.1_ASM904v1,-0.1452473237787113,-0.0528491928882749,-0.0363376914781178,-0.0536303039814769,-0.0131080277249257,0.0448052507547527,-0.0065875816576741,-0.0082987199314968,-0.0120262951825694,-0.0196267012732178,0.0156299293466364,0.0107827963954192,0.0075602355042744,0.0224875585108656,0.027727182379383,-0.0010049256384178,0.0088421225250083,0.0182977800053065,-0.014509207033056,-0.0080036144800871,-0.0044721666916288
chromosome_GCF_000013425.1_ASM1342v1,-0.0911263339079981,-0.0101832408340112,0.0443358463883726,-0.042162111969162,0.0072900097599387,0.0332431573442937,-0.0458393661894344,-0.01300475547839,0.017082147894729,-0.0465422039899449,0.0102152795486322,0.0363591175247308,-0.0224035182574301,0.0164202391922499,0.0250405460025608,-0.0215416215561674,0.0012682569054572,0.0295923969804823,-0.0397254781991931,-0.0056510870779837,0.0236681851931744
chromosome_GCF_000006765.1_ASM676v1,-0.1632522289169558,0.020880478528464,-0.0075824244322902,0.0627798931981511,-0.0497270056947521,0.0356389753925498,0.0150829475933152,-0.0769300363880509,-0.0053658674920605,-0.0082311019387189,-0.058159981143951,0.0041611418643863,0.0288054189967397,-0.0500891752443934,0.0163158376980268,0.0412799759988559,-0.0777353619321326,0.008113467002055,0.0110107518526718,-0.0770455994133561,-0.0125600066433288
chromosome_GCF_000195955.2_ASM19595v2,-0.0490839675957292,0.0540110660440785,0.0007801616345883,-0.0132894089090216,-0.0260792648204994,0.0398658965931914,-0.0232112380993905,-0.0109695283448929,-0.0143229860904468,-0.0315023315691897,0.0224812620050532,0.0104662097536529,-0.013222738121874,-0.0197511116407964,-0.0013916489463919,-0.0200205263720089,-0.0307830139558796,0.0046315350202389,-0.0235339690838433,-0.0008754608446686,0.011715495541385
chromosome_GCF_000006945.2_ASM694v2,-0.3966086004095525,-0.0852652200577972,-0.039367755825925,-0.0016278740316886,0.0173734460552703,0.0340345234812593,0.0301777257429375,-0.0056147883377289,0.0094817081399637,0.0276470557157973,0.0124397242681887,0.0045618943950827,0.0217091160670853,0.0055465821891367,-0.0084082711533914,0.0285545850855679,-0.0075857813724092,0.0088221097914581,0.0061371031972575,-0.0015875828912183,0.015357411529296
plasmid_pSLT_GCF_000006945.2_ASM694v2,-0.2522019681608992,-0.1381999954501353,-0.0937732245202199,-0.0033988929260864,-0.0226576863331467,0.0265352236982074,0.0155362498054253,0.0084510626577634,0.0168753804504511,0.0405729190972317,0.0161119566743608,0.0130599056165755,0.0005589962137602,-0.0360501915286198,0.0446868170960667,0.011842073652924,0.0291274096729111,0.0442302982081712,0.0319400526744814,0.0072058694957104,0.0107469666364787
chromosome_GCF_018885085.1_ASM1888508v1,-0.1751386608470336,-0.0198301240289186,0.0315958880072643,-0.0519499112686292,0.0020139276994572,0.0524881584374943,-0.0160288432591129,0.0126628497713339,0.0266202522112338,-0.0501512420509294,0.0189255130995131,0.019945017978293,-0.0375928497198223,0.0107578923622984,0.030035063601782,-0.0323013503308585,0.0039999092976144,0.035509284320638,-0.041199017565408,-0.0061334092782251,0.0178217407336499
plasmid_unnamed_GCF_018885085.1_ASM1888508v1,-0.1009290026375661,0.0309818416854354,-0.0019942715641556,0.0822624584683399,0.157634078565644,0.003389676868774,-0.0577108894403171,-0.1140884387528853,0.0459065398632645,-0.2825151010383463,-0.0183070673087296,0.1258236188272285,-0.0684003855749029,-0.2448819715903839,-0.1939421034884828,-0.0923678631803619,-0.1541179042636993,-0.0092729109729825,-0.0733647064585967,-0.0123284549732101,-0.0270526841034295
chromosome_GCF_009769205.1_ASM976920v1,-0.0891593280722733,-0.0649859518024229,0.0055924005363411,-0.04912954216376,0.0190206369768774,0.0862459352702295,-0.0074044520685206,0.0390980956913232,0.0235430474627031,-0.0376162232499417,0.0220747339513271,0.0175720818637443,-0.0189490045233331,0.0374760854147118,0.0260897643881718,-0.0369553468340508,0.0138169477633119,0.03488731398587,-0.0269438533743076,0.0008234167584707,0.0126074659942163
plasmid_pLcDC21.1_1_GCF_009769205.1_ASM976920v1,-0.0900876514809524,-0.0525017035280995,-0.0092145459421441,0.0812924948809755,-0.086781360098744,0.1201097380961651,-0.0693238841739925,-0.0667106019314554,-0.0908439645263488,0.0865762706108751,0.0414721163159267,-0.0041376879589497,-0.0351691148517879,0.1388348044642798,-0.2639440152279766,-0.0231839141323362,0.0480900920579169,0.0164666146078962,-0.0515794033251241,-0.0015020141841776,-0.1051810468213786
chromosome_1_GCF_008369605.1_ASM836960v1,-0.2715012313869661,-0.0847284174222141,-0.0705228850350237,-0.0362841701797424,-0.0021656037854853,0.0569660592889648,0.0280772338768969,0.0115172181563439,0.0052727284392558,0.0095283181891071,0.0210478354592481,0.0125093073125484,0.0154752765624231,0.0058368238087384,0.0143445241490215,0.0208149830354456,0.0008726850965862,0.0173021236042542,0.0123022040314959,0.0156914864043166,0.0045156841616046
chromosome_2_GCF_008369605.1_ASM836960v1,-0.3160946107583419,-0.119886423651576,-0.084213386799067,-0.0723152278345407,0.0006249366243632,0.044983290551675,0.0064284574096783,0.0119844783922434,0.0077303842142894,-0.0094680393826882,0.0309390955649907,0.0246089844008484,0.0199421653451579,0.0034918484656701,0.0072433133238353,0.0027524951029085,-0.0081196424818587,0.017634302494472,0.0047960919247323,0.0247143896074541,0.0115076324621937
plasmid_unnamed_GCF_008369605.1_ASM836960v1,-0.390236019153449,-0.10822343969218,0.0203111246547007,-0.0341935975022185,0.0009063700539817,-0.0212079742514999,-0.0904241272731733,-0.0351924940591442,0.009165708630973,-0.0995776840231426,0.033520391813452,-0.0542208642571908,-0.0789606891657361,0.0906465193365293,0.0349202397669234,-0.0022784083597003,0.060966061549213,0.0432406688562306,0.0151702981680347,-0.0017377144947981,0.0223234802534148
chromosome_GCF_017821535.1_ASM1782153v1,-0.3665609128498441,-0.1021436804957904,-0.0516451723466637,-0.0718958934797001,-0.0156542673925046,0.0135813958089598,-0.0213642834293618,-0.0079286368170741,0.0236576597420282,-0.0313057614619976,0.0007336614377685,0.0194594248958181,-0.0306571164964315,-0.0283458986645655,0.0137986433350972,-0.0439648385505424,-0.0169341752542065,0.0130963111084437,-0.0461596028155926,-0.029601433568791,0.0132522049910692
plasmid_pMT5135_GCF_017821535.1_ASM1782153v1,-0.2985425137016103,0.0030160258404883,0.0648903502141914,-0.0558743796498974,0.1288144841232126,0.0172035571287797,-0.2265968275926423,0.0715906421121378,-0.1065488893756536,-0.2007856197863238,-0.0083598504652855,-0.0337701436000769,0.1145702579680583,0.0545123230061216,0.0239495787577578,0.0596549843661487,-0.0593379842369289,-0.0585982400695544,-0.1084834944176602,0.0513329903488461,-0.1339338048657373
chromosome_GCF_000022005.1_ASM2200v1,-0.1460406229560076,-0.0360326326851542,0.0208419617012559,0.0244814657606915,-0.0828125411687552,0.0113308671862774,0.0335116017417508,-0.0421819926492666,1.0374741815420186e-05,0.0290165862655801,-0.0452840111068139,-0.0156119614284551,0.0223850833090167,-0.0553968987497846,-0.010704366282585,0.0358014890430475,-0.0629477471366056,0.0116560195483424,0.0294263250299972,-0.055149543428937,-0.0108352310082529
