PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Superdomain,Domain,Phylum,Class,Order,Family,Genus,Species,ID,Replicons_name,Replicons_type,ID-replicon,fullname,GC,size,Coding size,Non-coding size,coding_percentage,non_coding_percentage,overlap,overlap_percentage
-0.0036410875771636583,-0.11833706155507902,1.4444041754812955,0.20432242162976966,-0.030429311275936493,0.016620277780333582,-0.397759008400122,0.475984501378154,-0.5220280611522151,-0.8509215244859427,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_000005845.2_ASM584v2,NC_000913.3,chromosome,chromosome_GCF_000005845.2_ASM584v2,Escherichia coli,0.508,4641652,4036314,605018,86.9585656141391,13.034540288673085,-320,-0.0068940971878115815
0.22610127448047274,-0.5693614146159607,-0.9569117047375073,0.5174494349962018,-0.15573149129713748,1.5632574060342246,-0.14276886684572063,0.7024798633723044,0.5255113889453554,-0.27409871019333293,Prokaryote,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,GCF_000009045.1_ASM904v1,NC_000964.3,chromosome,chromosome_GCF_000009045.1_ASM904v1,Bacillus subtilis,0.435,4215606,3770502,443694,89.44151801662679,10.525034834849368,-1410,-0.033447148523842125
0.40500490500198594,0.16536474095114273,0.3848188163419786,-0.7901735151225435,0.672419760178852,1.0772679160656433,-0.10992415495633537,-0.9524166994059993,-0.3153917296770257,0.7742481462344567,Prokaryote,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,GCF_000013425.1_ASM1342v1,NC_007795.1,chromosome,chromosome_GCF_000013425.1_ASM1342v1,Staphylococcus aureus,0.329,2821361,2377013,442545,84.25057977337887,15.68551489866061,-1803,-0.06390532796051267
0.10639523400933382,-0.09304840576328698,-0.07702098850588075,1.9690686961682615,-0.5518535530974908,-0.19647729896319505,0.1513158462627607,-1.0017545523631155,-0.214528443351402,0.05814204807535402,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,GCF_000006765.1_ASM676v1,NC_002516.2,chromosome,chromosome_GCF_000006765.1_ASM676v1,Pseudomonas aeruginosa,0.666,6264404,5616974,640494,89.66493859591431,10.224340575735537,-6936,-0.11072082835015111
1.099448449544262,2.131325083507527,-0.879199433759529,-0.07715789890438467,0.06988612523788658,-0.36026045315436384,0.145182431858281,0.29520851834471185,-0.17096938024520794,-0.17288151549136155,Prokaryote,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,GCF_000195955.2_ASM19595v2,NC_000962.3,chromosome,chromosome_GCF_000195955.2_ASM19595v2,Mycobacterium tuberculosis,0.656,4411532,3969795,444509,89.98676650197709,10.07606881237629,2772,0.06283531435338109
0.022173429948350705,-0.7234564558544369,-0.34370459361546685,-1.0219455542858888,-1.4409787557962213,-0.16033298559103354,1.1387481138858626,-0.0935760602411531,-0.35273773740690256,-0.12273835169109182,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_000006945.2_ASM694v2,NC_003197.2,chromosome,chromosome_GCF_000006945.2_ASM694v2,Salmonella enterica,0.522,4857450,4324464,544572,89.02745267578668,11.211067535435259,11586,0.23852021122193742
0.34497834551466294,0.04500531862432477,0.39608737645975056,-0.3686270676491861,-1.088671863972625,-0.1766692739830464,-1.293627728927465,0.25801475914786337,-0.1544713832518362,0.47261212579276174,Prokaryote,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,GCF_018885085.1_ASM1888508v1,NZ_CP076401.1,chromosome,chromosome_GCF_018885085.1_ASM1888508v1,Clostridioides difficile,0.285,4089134,3429351,652334,83.86496994229095,15.95286434731657,-7449,-0.1821657103924694
0.4501840902477877,-0.9177590992561583,-0.7154765110638733,-0.5071176415042123,0.4737512623819901,-0.9736144996301408,-0.6661965008496537,-0.5499518642821642,0.8221113906685074,-0.36931178314750385,Prokaryote,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus crispatus,GCF_009769205.1_ASM976920v1,NZ_CP039266.1,chromosome,chromosome_GCF_009769205.1_ASM976920v1,Lactobacillus crispatus,0.37,2023061,1743718,275950,86.19206242421757,13.640221426837845,-3393,-0.16771614894459436
0.16361272978370872,0.48630339385549504,1.312688346534465,-0.13406231110815048,0.2475406086493998,0.07147333667933511,0.740373962606369,-0.11941668423556703,1.0787012950391892,-0.25480272592829273,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_008369605.1_ASM836960v1,NZ_CP043554.1,chromosome,chromosome_1_GCF_008369605.1_ASM836960v1,Vibrio cholerae,0.477,2948589,2614761,330051,88.67838142243629,11.193523410688977,-3777,-0.1280951668747323
0.08611418789853723,-0.5859138668201465,0.17460519987980863,0.5014416167910307,0.5685459681755918,-0.6806527673044995,0.4506275365801638,0.9730634451304501,0.06415683389573211,1.1386372393635997,Prokaryote,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,GCF_008369605.1_ASM836960v1,NZ_CP043556.1,chromosome,chromosome_2_GCF_008369605.1_ASM836960v1,Vibrio cholerae,0.469,1140710,959964,178572,84.15495612381763,15.654460818262312,-2174,-0.19058305792006733
-0.20497385982932795,-0.5632153085344647,-0.3981317726907677,-0.14226663329748995,1.276750641396737,-0.12439372248071748,0.16767291516875338,0.05636260919739109,-0.9326321223549286,-0.4803956526432234,Prokaryote,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,GCF_017821535.1_ASM1782153v1,NZ_CP071982.1,chromosome,chromosome_GCF_017821535.1_ASM1782153v1,Helicobacter pylori,0.393,1615199,1419371,194864,87.87592117132316,12.064395780334188,-964,-0.059683048342650036
-2.69539769902261,0.7430930754610424,-0.3421589103242715,-0.1509315477134094,-0.041229390581045994,-0.056217935452540134,-0.18364454638289426,-0.04399783604287475,0.17227794889073214,0.08151070411457594,Prokaryote,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter vibrioides,GCF_000022005.1_ASM2200v1,NC_011916.1,chromosome,chromosome_GCF_000022005.1_ASM2200v1,Caulobacter vibrioides,0.672,4042929,3706164,353438,91.67027172626578,8.74212730423908,16673,0.4123990305048642
